Name,Grade,Year,School,Conference,Meet_ID,Meet_Name,Meet_Start,Meet_End,Event,Mark,Place,Prelim/Final
WYAT HARMON,SR,4,SOUTHERN,,53131,Don DeNoon Invitational,"Feb 1, 2019","Feb 2, 2019",3000,9:02.60,13,F
WYAT HARMON,SR,4,SOUTHERN,,52378,John Craft 2019,"Jan 18, 2019","Jan 18, 2019",Mile,4:38.74,18,F
WYAT HARMON,SR,4,SOUTHERN,,52377,2019 Jim Green Track & Field Invitational,"Jan 11, 2019","Jan 12, 2019",3000,8:58.81,24,F
CALEB BOYS,SO,2,ALABAMA-HUNTSVILLE,,62885,UAH Charger Invitational,"Mar 7, 2020","Mar 7, 2020",5000,14:53.34,3,F
LUC HAGEN,SR,4,COLORADO,,64357,RMAC Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",3000,DNF,N/A,N/A
LUC HAGEN,SR,4,COLORADO,,65127,Texas Tech Shootout,"Feb 14, 2020","Feb 15, 2020",3000,8:26.47,6,F
LUC HAGEN,SR,4,COLORADO,,63963,Mines Winter Classic Invitational  Jan 31 -,"Feb 1, 2020","Feb 1, 2020",Mile,4:14.80,1,F
LUC HAGEN,SR,4,COLORADO,,63068,Mines Alumni Classic & Multi,"Dec 5, 2019","Dec 6, 2019",5000,15:18.81,8,F
LUC HAGEN,SR,4,COLORADO,,58318,NCAA Division II Outdoor Track & Field Championships,"May 23, 2019","May 25, 2019",10000,32:12.24,15,F
LUC HAGEN,SR,4,COLORADO,,58465,RMAC Outdoor Track & Field Championships,"Apr 26, 2019","Apr 28, 2019",10000,30:10.06,1,F
LUC HAGEN,SR,4,COLORADO,,57487,Mines Kit Mayer Invite,"Apr 13, 2019","Apr 13, 2019",10000,31:57.98,6,F
LUC HAGEN,SR,4,COLORADO,,54829,NCAA Division II Indoor Track & Field Championships,"Mar 8, 2019","Mar 9, 2019",5000,15:23.04,16,F
LUC HAGEN,SR,4,COLORADO,,55624,RMAC Indoor Track & Field Championships,"Feb 22, 2019","Feb 23, 2019",3000,DNF,N/A,N/A
LUC HAGEN,SR,4,COLORADO,,55624,RMAC Indoor Track & Field Championships,"Feb 22, 2019","Feb 23, 2019",5000,15:46.90,8,F
LUC HAGEN,SR,4,COLORADO,,54828,Mines vs CSU-Pueblo & MSU-Denver,"Feb 15, 2019","Feb 15, 2019",3000,8:36.50,2,F
LUC HAGEN,SR,4,COLORADO,,53341,Colorado Invitational 2019  Jan 31 -,"Feb 2, 2019","Feb 2, 2019",Mile,4:20.73,7,F
LUC HAGEN,SR,4,COLORADO,,54047,Mines Alumni Classic & Multi,"Dec 6, 2018","Dec 7, 2018",5000,14:53.73,2,F
BEAU BOYDEN,JR,3,WALSH,,63955,G-MAC Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",3000,8:40.95,6,F
BEAU BOYDEN,JR,3,WALSH,,63165,Akron Campbell Invitational,"Feb 21, 2020","Feb 21, 2020",3000,8:38.46,4,F
BEAU BOYDEN,JR,3,WALSH,,61894,GVSU Big Meet Invite (Friday),"Feb 14, 2020","Feb 14, 2020",5000,15:22.88,23,F
BEAU BOYDEN,JR,3,WALSH,,58060,Mount Union Wuske Invitational,"Feb 8, 2020","Feb 8, 2020",Mile,4:29.46,5,F
BEAU BOYDEN,JR,3,WALSH,,58063,SPIRE Midwest Indoor T&F Open,"Jan 24, 2020","Jan 25, 2020",5000,15:03.62,1,F
BEAU BOYDEN,JR,3,WALSH,,58064,Youngstown State College Invitational,"Jan 17, 2020","Jan 17, 2020",3000,DNF,N/A,N/A
BEAU BOYDEN,JR,3,WALSH,,58229,National Catholic Invitational,"Sep 20, 2019","Sep 20, 2019",5M,26:46.9,,N/A
ALEXIES REYNOSO,nknown,,STATE,,59244,NDNU Argonaut Invitational,"Sep 7, 2019","Sep 7, 2019",4.1M,22:51.4,,N/A
ALEXIES REYNOSO,nknown,,STATE,,57785,Warrior Last Chance Meet,"May 11, 2019","May 11, 2019",5000,NT,N/A,N/A
ALEXIES REYNOSO,nknown,,STATE,,52209,CCAA Track & Field Championships,"May 2, 2019","May 4, 2019",5000,15:26.36,13,F
ALEXIES REYNOSO,nknown,,STATE,,56945,Bryan Clay Invitational,"Apr 17, 2019","Apr 19, 2019",5000,14:59.64,24,F
ALEXIES REYNOSO,nknown,,STATE,,56487,Chico State Distance Carnival & Twilight,"Apr 5, 2019","Apr 6, 2019",1500,3:59.09,10,F
ALEXIES REYNOSO,nknown,,STATE,,54070,Mike Fanelli Track Classic,"Mar 28, 2019","Mar 30, 2019",800,1:55.38,32,F
ALEXIES REYNOSO,nknown,,STATE,,54070,Mike Fanelli Track Classic,"Mar 28, 2019","Mar 30, 2019",5000,14:31.60,39,F
ALEXIES REYNOSO,nknown,,STATE,,55896,2019 Hornet Invitational,"Mar 15, 2019","Mar 16, 2019",3000S,9:28.10,7,F
ALEXIES REYNOSO,nknown,,STATE,,53341,Kim Duyst Invitational,"Mar 1, 2019","Mar 2, 2019",5000,14:37.84,2,F
ALEXIES REYNOSO,nknown,,STATE,,53606,NCAA Division II West Region Cross Country Championships,"Nov 17, 2018","Nov 17, 2018",6.2M,32:00.9,,N/A
BILLY BESEMAN,SR,4,SIOUX,,65199,Northern Sun Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",1000,2:33.14,3,P
BILLY BESEMAN,SR,4,SIOUX,,65199,Northern Sun Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",4x400,3:28.81,8,F
BILLY BESEMAN,SR,4,SIOUX,,65199,Northern Sun Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",DMR,10:04.89,1,F
BILLY BESEMAN,SR,4,SIOUX,,64690,NSIC Indoor Challenge,"Feb 15, 2020","Feb 15, 2020",Mile,DNF,N/A,N/A
BILLY BESEMAN,SR,4,SIOUX,,63882,2020 Frank Sevigne Husker Invitational,"Feb 7, 2020","Feb 8, 2020",Mile,4:24.87,32,F
BILLY BESEMAN,SR,4,SIOUX,,63963,Mines Winter Classic Invitational  Jan 31 -,"Feb 1, 2020","Feb 1, 2020",DMR,10:26.60,2,F
BILLY BESEMAN,SR,4,SIOUX,,64604,SDSU DII Invitational,"Jan 24, 2020","Jan 24, 2020",1000,2:31.93,3,F
BILLY BESEMAN,SR,4,SIOUX,,64604,SDSU DII Invitational,"Jan 24, 2020","Jan 24, 2020",4x400,3:28.54,11,F
BILLY BESEMAN,SR,4,SIOUX,,63632,SDSU Holiday Invite & Multi,"Dec 6, 2019","Dec 7, 2019",3000,8:50.59,8,F
BILLY BESEMAN,SR,4,SIOUX,,61491,Augustana Twilight XC Meet,"Sep 6, 2019","Sep 6, 2019",4M,19:57.0,,N/A
BILLY BESEMAN,SR,4,SIOUX,,59432,2019 NSIC Outdoor Track & Field Championship,"May 10, 2019","May 11, 2019",800,1:55.27,2,P
BILLY BESEMAN,SR,4,SIOUX,,59432,2019 NSIC Outdoor Track & Field Championship,"May 10, 2019","May 11, 2019",4x400,3:25.04,9,F
BILLY BESEMAN,SR,4,SIOUX,,59474,Howard Wood Dakota Relays,"May 3, 2019","May 4, 2019",800,1:52.83,4,F
BILLY BESEMAN,SR,4,SIOUX,,59474,Howard Wood Dakota Relays,"May 3, 2019","May 4, 2019",1500,DNF,N/A,N/A
BILLY BESEMAN,SR,4,SIOUX,,59319,Drake Relays presented by Hy-Vee,"Apr 24, 2019","Apr 27, 2019",800,1:53.98,12,F
BILLY BESEMAN,SR,4,SIOUX,,59319,Drake Relays presented by Hy-Vee,"Apr 24, 2019","Apr 27, 2019",4x1600,16:40.16,2,F
BILLY BESEMAN,SR,4,SIOUX,,59319,Drake Relays presented by Hy-Vee,"Apr 24, 2019","Apr 27, 2019",DMR,9:59.80,1,F
BILLY BESEMAN,SR,4,SIOUX,,59351,Bryan Clay Invitational,"Apr 17, 2019","Apr 19, 2019",1500,3:50.29,96,F
BILLY BESEMAN,SR,4,SIOUX,,58809,Sioux City Relays 2018 UCO Division,"Apr 12, 2019","Apr 13, 2019",800,1:54.97,4,F
BILLY BESEMAN,SR,4,SIOUX,,58809,Sioux City Relays 2018 UCO Division,"Apr 12, 2019","Apr 13, 2019",1500,4:04.42,9,F
BILLY BESEMAN,SR,4,SIOUX,,58041,South Dakota Challenge,"Apr 6, 2019","Apr 6, 2019",800,1:57.05,8,F
BILLY BESEMAN,SR,4,SIOUX,,58041,South Dakota Challenge,"Apr 6, 2019","Apr 6, 2019",4x400,3:25.58,5,F
BILLY BESEMAN,SR,4,SIOUX,,58753,NCAA Division II Indoor Track & Field Championships,"Mar 8, 2019","Mar 9, 2019",DMR,9:48.74,4,F
BILLY BESEMAN,SR,4,SIOUX,,57036,2019 NSIC Track and Field Indoor Championship,"Feb 22, 2019","Feb 23, 2019",1000,2:31.19,1,P
BILLY BESEMAN,SR,4,SIOUX,,57036,2019 NSIC Track and Field Indoor Championship,"Feb 22, 2019","Feb 23, 2019",4x400,3:25.75,6,F
BILLY BESEMAN,SR,4,SIOUX,,57036,2019 NSIC Track and Field Indoor Championship,"Feb 22, 2019","Feb 23, 2019",DMR,10:06.50,1,F
BILLY BESEMAN,SR,4,SIOUX,,56943,2019 Stinger Open,"Feb 15, 2019","Feb 16, 2019",DMR,10:01.83,1,F
BILLY BESEMAN,SR,4,SIOUX,,56487,SDSU Indoor Classic,"Feb 8, 2019","Feb 9, 2019",1000,2:29.08,7,F
BILLY BESEMAN,SR,4,SIOUX,,56487,SDSU Indoor Classic,"Feb 8, 2019","Feb 9, 2019",Mile,4:18.94,21,F
BILLY BESEMAN,SR,4,SIOUX,,54070,Ted Nelson Classic,"Feb 2, 2019","Feb 2, 2019",800,1:54.96,1,F
BILLY BESEMAN,SR,4,SIOUX,,54070,Ted Nelson Classic,"Feb 2, 2019","Feb 2, 2019",4x400,3:27.94,8,F
BILLY BESEMAN,SR,4,SIOUX,,56174,Mines Division II Invite & Multi,"Jan 25, 2019","Jan 26, 2019",DMR,10:17.57,,F
BILLY BESEMAN,SR,4,SIOUX,,56118,SDSU DII Invitational,"Jan 18, 2019","Jan 18, 2019",Mile,4:14.02,3,F
BILLY BESEMAN,SR,4,SIOUX,,56118,SDSU DII Invitational,"Jan 18, 2019","Jan 18, 2019",3000,DNF,N/A,N/A
BILLY BESEMAN,SR,4,SIOUX,,51798,Northern Sun Intercollegiate Conference Championships,"May 11, 2018","May 12, 2018",800,1:59.61,23,F
BILLY BESEMAN,SR,4,SIOUX,,51798,Northern Sun Intercollegiate Conference Championships,"May 11, 2018","May 12, 2018",1500,3:53.80,6,F
BILLY BESEMAN,SR,4,SIOUX,,51798,Northern Sun Intercollegiate Conference Championships,"May 11, 2018","May 12, 2018",4x400,3:34.74,11,F
BILLY BESEMAN,SR,4,SIOUX,,49063,Howard Wood Dakota Relays,"May 4, 2018","May 5, 2018",800,1:53.20,7,F
BILLY BESEMAN,SR,4,SIOUX,,48878,Beach Invitational,"Apr 20, 2018","Apr 21, 2018",1500,4:02.79,65,F
BILLY BESEMAN,SR,4,SIOUX,,48731,Bryan Clay Invitational,"Apr 19, 2018","Apr 20, 2018",1500,3:51.18,132,F
BILLY BESEMAN,SR,4,SIOUX,,48563,Sioux City Relays,"Apr 12, 2018","Apr 13, 2018",800,1:56.06,6,F
BILLY BESEMAN,SR,4,SIOUX,,47786,South Dakota Invite,"Apr 11, 2018","Apr 11, 2018",1500,4:00.85,4,F
BILLY BESEMAN,SR,4,SIOUX,,47786,South Dakota Invite,"Apr 11, 2018","Apr 11, 2018",4x400,3:26.64,4,F
BILLY BESEMAN,SR,4,SIOUX,,48269,2018 MIAA v NSIC Showdown,"Apr 5, 2018","Apr 5, 2018",1500,3:54.66,1,F
BILLY BESEMAN,SR,4,SIOUX,,48269,2018 MIAA v NSIC Showdown,"Apr 5, 2018","Apr 5, 2018",4x400,3:31.66,4,F
BILLY BESEMAN,SR,4,SIOUX,,47929,NCAA Division II Indoor Track & Field Championships,"Mar 9, 2018","Mar 10, 2018",DMR,9:55.01,8,F
BILLY BESEMAN,SR,4,SIOUX,,47432,2018 Stinger Open,"Feb 16, 2018","Feb 17, 2018",DMR,10:01.85,1,F
BILLY BESEMAN,SR,4,SIOUX,,43473,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",800,1:56.86,5,P
BILLY BESEMAN,SR,4,SIOUX,,43473,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",Mile,4:25.49,9,F
BILLY BESEMAN,SR,4,SIOUX,,43473,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",4x400,3:28.35,9,F
BILLY BESEMAN,SR,4,SIOUX,,43473,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",DMR,10:15.20,2,F
BRANSON ODUOR,SR,4,MOUNT,,63063,Braves Classic,"Mar 6, 2020","Mar 6, 2020",1500,4:23.55,10,F
BRANSON ODUOR,SR,4,MOUNT,,63063,Braves Classic,"Mar 6, 2020","Mar 6, 2020",5000,16:02.38,6,F
BRANSON ODUOR,SR,4,MOUNT,,62722,Conference Carolinas Indoor T&F Championships,"Feb 23, 2020","Feb 23, 2020",Mile,4:32.03,4,F
BRANSON ODUOR,SR,4,MOUNT,,62722,Conference Carolinas Indoor T&F Championships,"Feb 23, 2020","Feb 23, 2020",3000,9:07.68,4,F
BRANSON ODUOR,SR,4,MOUNT,,62722,Conference Carolinas Indoor T&F Championships,"Feb 23, 2020","Feb 23, 2020",5000,15:43.55,2,F
BRANSON ODUOR,SR,4,MOUNT,,62785,Camel City Invitational,"Feb 7, 2020","Feb 8, 2020",5000,15:53.10,23,F
BRANSON ODUOR,SR,4,MOUNT,,62830,Liberty Kickoff 2020,"Jan 24, 2020","Jan 25, 2020",Mile,4:37.82,25,F
BRANSON ODUOR,SR,4,MOUNT,,62720,JDL January College Kick-Off,"Jan 19, 2020","Jan 19, 2020",Mile,4:52.34,19,F
BRANSON ODUOR,SR,4,MOUNT,,59411,Conference Carolina Championship,"Apr 26, 2019","Apr 27, 2019",1500,4:10.38,5,P
BRANSON ODUOR,SR,4,MOUNT,,59411,Conference Carolina Championship,"Apr 26, 2019","Apr 27, 2019",5000,15:57.36,2,F
BRANSON ODUOR,SR,4,MOUNT,,59411,Conference Carolina Championship,"Apr 26, 2019","Apr 27, 2019",3000S,10:00.00,2,F
BRANSON ODUOR,SR,4,MOUNT,,57187,Duke Invitational,"Apr 19, 2019","Apr 20, 2019",3000S,9:52.28,18,F
BRANSON ODUOR,SR,4,MOUNT,,57483,The Pickle Festival Relays,"Apr 12, 2019","Apr 12, 2019",800,2:02.60,7,F
BRANSON ODUOR,SR,4,MOUNT,,57483,The Pickle Festival Relays,"Apr 12, 2019","Apr 12, 2019",1500,4:18.43,13,F
BRANSON ODUOR,SR,4,MOUNT,,57483,The Pickle Festival Relays,"Apr 12, 2019","Apr 12, 2019",4x800,8:30.83,1,F
BRANSON ODUOR,SR,4,MOUNT,,57254,2019 Colonial Relays,"Apr 4, 2019","Apr 6, 2019",3000S,9:53.72,24,F
BRANSON ODUOR,SR,4,MOUNT,,57179,The Adidas Trojan Challenge,"Mar 30, 2019","Mar 30, 2019",5000,15:34.19,3,F
BRANSON ODUOR,SR,4,MOUNT,,57604,Alan Connie Shamrock Invite,"Mar 14, 2019","Mar 16, 2019",3000S,9:41.92,8,F
AUSTIN MILLER,JR,3,AUGUSTANA,,65199,Northern Sun Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",800,1:57.00,1,P
AUSTIN MILLER,JR,3,AUGUSTANA,,65199,Northern Sun Indoor Track & Field Championships,"Feb 28, 2020","Feb 29, 2020",DMR,10:05.87,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64691,Maverick Invitational,"Feb 21, 2020","Feb 21, 2020",800,1:54.02,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64690,NSIC Indoor Challenge,"Feb 15, 2020","Feb 15, 2020",800,1:53.29,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64690,NSIC Indoor Challenge,"Feb 15, 2020","Feb 15, 2020",4x400,3:23.58,3,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64143,Mark Schuck Open  Jan 31 -,"Feb 1, 2020","Feb 1, 2020",800,1:54.00,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64143,Mark Schuck Open  Jan 31 -,"Feb 1, 2020","Feb 1, 2020",4x400,3:33.25,5,F
AUSTIN MILLER,JR,3,AUGUSTANA,,64604,SDSU DII Invitational,"Jan 24, 2020","Jan 24, 2020",1000,2:29.21,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,55721,Augustana Twilight XC Meet,"Sep 6, 2019","Sep 6, 2019",4M,19:54.3,,N/A
AUSTIN MILLER,JR,3,AUGUSTANA,,52984,Northern Sun Intercollegiate Conference Championships,"May 11, 2018","May 12, 2018",800,1:53.09,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,52984,Northern Sun Intercollegiate Conference Championships,"May 11, 2018","May 12, 2018",4x400,3:19.52,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,52983,Howard Wood Dakota Relays,"May 4, 2018","May 5, 2018",800,1:52.70,6,F
AUSTIN MILLER,JR,3,AUGUSTANA,,53382,2018 Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",4x400,3:22.99,25,P
AUSTIN MILLER,JR,3,AUGUSTANA,,53382,2018 Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",4x800,7:35.45,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,53382,2018 Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",DMR,10:08.68,10,F
AUSTIN MILLER,JR,3,AUGUSTANA,,51733,Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",4x400,3:22.99,25,P
AUSTIN MILLER,JR,3,AUGUSTANA,,51733,Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",4x800,7:35.45,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,51733,Drake Relays presented by Hy-Vee,"Apr 25, 2018","Apr 28, 2018",DMR,10:08.68,10,F
AUSTIN MILLER,JR,3,AUGUSTANA,,51798,Red Raider Open 2018,"Apr 20, 2018","Apr 21, 2018",800,1:54.82,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,51616,Sioux City Relays,"Apr 12, 2018","Apr 13, 2018",800,1:56.05,5,F
AUSTIN MILLER,JR,3,AUGUSTANA,,49774,2018 MIAA v NSIC Showdown,"Apr 5, 2018","Apr 5, 2018",1500,3:58.68,6,F
AUSTIN MILLER,JR,3,AUGUSTANA,,51120,2018 Stinger Open,"Feb 16, 2018","Feb 17, 2018",DMR,10:12.28,3,F
AUSTIN MILLER,JR,3,AUGUSTANA,,50534,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",Mile,4:22.28,7,F
AUSTIN MILLER,JR,3,AUGUSTANA,,50534,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",4x400,3:20.45,2,F
AUSTIN MILLER,JR,3,AUGUSTANA,,50534,NSIC Track and Field Indoor Championship,"Feb 11, 2018","Feb 24, 2018",DMR,10:11.86,1,F
AUSTIN MILLER,JR,3,AUGUSTANA,,49063,SDSU Indoor Classic,"Feb 9, 2018","Feb 10, 2018",Mile,4:18.41,15,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48878,Ted Nelson Classic,"Feb 3, 2018","Feb 3, 2018",Mile,4:21.79,5,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48878,Ted Nelson Classic,"Feb 3, 2018","Feb 3, 2018",4x400,3:24.02,4,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48731,MSU Open & Multi,"Jan 26, 2018","Jan 27, 2018",800,1:57.77,3,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48731,MSU Open & Multi,"Jan 26, 2018","Jan 27, 2018",4x400,3:32.08,5,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48563,SDSU DII Invitational,"Jan 19, 2018","Jan 19, 2018",600,1:23.51,5,F
AUSTIN MILLER,JR,3,AUGUSTANA,,48563,SDSU DII Invitational,"Jan 19, 2018","Jan 19, 2018",4x400,3:23.73,8,F
AUSTIN MILLER,JR,3,AUGUSTANA,,47430,Woody Greeno/Jay Dirksen College Division,"Sep 16, 2017","Sep 16, 2017",4.96M,28:01.1,,N/A
AREN JOHNSON,nknown,,SAN,,60030,CCAA Track & Field Championships,"May 2, 2019","May 4, 2019",1500,3:59.19,9,P
AREN JOHNSON,nknown,,SAN,,58755,Bryan Clay Invitational,"Apr 17, 2019","Apr 19, 2019",1500,3:51.18,12,F
AREN JOHNSON,nknown,,SAN,,56945,2019 Triton Invitational,"Apr 12, 2019","Apr 13, 2019",800,1:55.34,9,F
AREN JOHNSON,nknown,,SAN,,54070,2019 Pomona-Pitzer Invitational (College/Univ),"Apr 6, 2019","Apr 6, 2019",800,1:59.71,51,F
AREN JOHNSON,nknown,,SAN,,54070,2019 Pomona-Pitzer Invitational (College/Univ),"Apr 6, 2019","Apr 6, 2019",1500,3:53.85,11,F
AREN JOHNSON,nknown,,SAN,,53679,2019 California Collegiate Open,"Mar 30, 2019","Mar 30, 2019",1500,3:53.83,2,F
AREN JOHNSON,nknown,,SAN,,53679,2019 California Collegiate Open,"Mar 30, 2019","Mar 30, 2019",4x400,3:33.65,7,F
AREN JOHNSON,nknown,,SAN,,54349,Ross and Sharon Irwin Collegiate Scoring meet,"Mar 16, 2019","Mar 16, 2019",5000,14:55.10,1,F
AREN JOHNSON,nknown,,SAN,,54248,2019 San Diego Collegiate Challenge,"Mar 9, 2019","Mar 9, 2019",800,1:55.41,3,F
AREN JOHNSON,nknown,,SAN,,54248,2019 San Diego Collegiate Challenge,"Mar 9, 2019","Mar 9, 2019",4x400,3:34.03,4,F
AREN JOHNSON,nknown,,SAN,,51617,Beach Opener,"Mar 1, 2019","Mar 2, 2019",1500,3:59.22,1,F
AREN JOHNSON,nknown,,SAN,,48442,23rd Rossi Relays,"Feb 23, 2019","Feb 23, 2019",4x800,7:56.22,1,F
AREN JOHNSON,nknown,,SAN,,48442,23rd Rossi Relays,"Feb 23, 2019","Feb 23, 2019",DMR,10:13.62,2,F
AREN JOHNSON,nknown,,SAN,,48102,2018 CCAA Championships,"May 3, 2018","May 5, 2018",1500,4:03.67,10,P
AREN JOHNSON,nknown,,SAN,,48102,2018 CCAA Championships,"May 3, 2018","May 5, 2018",5000,15:32.26,12,F
AREN JOHNSON,nknown,,SAN,,48027,Bryan Clay Invitational,"Apr 19, 2018","Apr 20, 2018",1500,4:00.38,235,F
AREN JOHNSON,nknown,,SAN,,48441,UCSD Triton Invitational,"Apr 13, 2018","Apr 14, 2018",5000,15:17.04,12,F
AREN JOHNSON,nknown,,SAN,,48062,2018 Pomona-Pitzer T&F Invite,"Apr 7, 2018","Apr 7, 2018",800,2:04.77,80,F
AREN JOHNSON,nknown,,SAN,,48062,2018 Pomona-Pitzer T&F Invite,"Apr 7, 2018","Apr 7, 2018",1500,4:11.66,62,F
AREN JOHNSON,nknown,,SAN,,48367,Mangrum Invitational,"Feb 24, 2018","Feb 24, 2018",1500,4:09.66,3,F
AREN JOHNSON,nknown,,SAN,,48367,Mangrum Invitational,"Feb 24, 2018","Feb 24, 2018",3000,9:20.98,9,F
AREN JOHNSON,nknown,,SAN,,42483,CCAA Track & Field Championships,"May 4, 2017","May 6, 2017",800,1:56.49,7,P
AREN JOHNSON,nknown,,SAN,,42483,CCAA Track & Field Championships,"May 4, 2017","May 6, 2017",1500,3:53.59,4,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,62637,UAH Charger Invitational,"Mar 7, 2020","Mar 7, 2020",5000,14:49.12,2,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,62885,Gulf South Indoor Track & Field Championships,"Feb 18, 2020","Feb 19, 2020",Mile,4:27.54,14,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,62885,Gulf South Indoor Track & Field Championships,"Feb 18, 2020","Feb 19, 2020",3000,8:38.28,8,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,62885,Gulf South Indoor Track & Field Championships,"Feb 18, 2020","Feb 19, 2020",DMR,10:13.14,2,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,61700,South Carolina Invitational,"Feb 7, 2020","Feb 8, 2020",3000,8:37.12,5,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,61700,South Carolina Invitational,"Feb 7, 2020","Feb 8, 2020",DMR,10:35.90,5,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,57198,University of South Alabama Jaguar Invitational,"Feb 2, 2020","Feb 2, 2020",Mile,4:22.74,7,F
ALEX HERBST,JR,3,ALABAMA-HUNTSVILLE,,60906,Emory Crossplex Showdown,"Jan 19, 2020","Jan 19, 2020",3000,8:38.70,3,F
CAMERON LEE,SR,4,CHARLESTON,,65021,Golden Eagle Invitational,"Mar 6, 2020","Mar 6, 2020",5000,16:15.97,2,F
CAMERON LEE,SR,4,CHARLESTON,,65326,Mountain East Conference Indoor Track & Field Championships,"Feb 21, 2020","Feb 22, 2020",5000,15:25.72,11,F
CAMERON LEE,SR,4,CHARLESTON,,63658,GVSU Big Meet Invite (Friday),"Feb 14, 2020","Feb 14, 2020",5000,15:34.45,9,F
CAMERON LEE,SR,4,CHARLESTON,,62857,VMI Winter Relays,"Feb 7, 2020","Feb 8, 2020",3000,9:05.06,10,F
CAMERON LEE,SR,4,CHARLESTON,,62830,Liberty Kickoff 2020,"Jan 24, 2020","Jan 25, 2020",5000,15:45.42,10,F
CAMERON LEE,SR,4,CHARLESTON,,63759,Pioneer Open,"Jan 18, 2020","Jan 18, 2020",3000,9:25.98,4,F
CAMERON LEE,SR,4,CHARLESTON,,59193,Mountain East Conference Track and Field Championships,"May 5, 2019","May 7, 2019",5000,16:28.26,8,F
CAMERON LEE,SR,4,CHARLESTON,,59193,Mountain East Conference Track and Field Championships,"May 5, 2019","May 7, 2019",10000,32:59.58,4,F
CAMERON LEE,SR,4,CHARLESTON,,57970,Duke Invitational,"Apr 19, 2019","Apr 20, 2019",5000,16:04.66,62,F
CAMERON LEE,SR,4,CHARLESTON,,57889,Jasmine Claggett Invitational,"Apr 12, 2019","Apr 12, 2019",1500,4:24.43,13,F
CAMERON LEE,SR,4,CHARLESTON,,57001,2019 Colonial Relays,"Apr 4, 2019","Apr 6, 2019",5000,15:46.83,29,F
CAMERON LEE,SR,4,CHARLESTON,,56501,Charlotte 49er Classic,"Mar 14, 2019","Mar 16, 2019",10000,33:02.92,11,F
CAMERON LEE,SR,4,CHARLESTON,,56183,Golden Eagle Invitational,"Mar 2, 2019","Mar 2, 2019",5000,15:49.51,3,F
CAMERON LEE,SR,4,CHARLESTON,,55871,Kent State Tune-Up,"Feb 16, 2019","Feb 16, 2019",3000,9:11.64,24,F
CAMERON LEE,SR,4,CHARLESTON,,55238,2019 Spire Midwest Open Indoor T&F Meet,"Jan 25, 2019","Jan 26, 2019",5000,15:46.34,15,F
CAMERON LEE,SR,4,CHARLESTON,,53483,Marietta Open,"Jan 12, 2019","Jan 12, 2019",Mile,4:47.04,4,F
ANTHONY RAFTIS,SR,4,QUEENS,,62724,South Atlantic Indoor Track & Field Championships  Feb 29 -,"Mar 1, 2020","Mar 1, 2020",3000,8:34.23,2,F
ANTHONY RAFTIS,SR,4,QUEENS,,62724,South Atlantic Indoor Track & Field Championships  Feb 29 -,"Mar 1, 2020","Mar 1, 2020",5000,15:03.59,1,F
